harmonized_id	symbol	biotype	n_datasets_hvg
ENSMUSG00000090841	Myl6	protein_coding	38
ENSMUSG00000033610	Pank1	protein_coding	38
ENSMUSG00000030662	Ipo5	protein_coding	38
ENSMUSG00000079110	Capn3	protein_coding	38
ENSMUSG00000063683	Glyat	protein_coding	38
ENSMUSG00000021368	Tbc1d7	protein_coding	38
ENSMUSG00000020674	Pxdn	protein_coding	38
ENSMUSG00000034520	Gjc1	protein_coding	38
ENSMUSG00000034923	Ly6g6f	protein_coding	38
ENSMUSG00000026887	Mrrf	protein_coding	38
ENSMUSG00000021751	Acox2	protein_coding	38
ENSMUSG00000021779	Thrb	protein_coding	38
ENSMUSG00000071068	Treml2	protein_coding	38
ENSMUSG00000000823	Zfp512b	protein_coding	38
ENSMUSG00000022751	Nit2	protein_coding	38
ENSMUSG00000041132	N4bp2l1	protein_coding	38
ENSMUSG00000053965	Pde5a	protein_coding	38
ENSMUSG00000073987	Ggh	protein_coding	38
ENSMUSG00000008734	Gprc5b	protein_coding	38
ENSMUSG00000026930	Gpsm1	protein_coding	37
ENSMUSG00000021032	Ngb	protein_coding	37
ENSMUSG00000031834	Pik3r2	protein_coding	37
ENSMUSG00000028410	Dnaja1	protein_coding	37
ENSMUSG00000034255	Arhgap27	protein_coding	37
ENSMUSG00000027540	Ptpn1	protein_coding	37
ENSMUSG00000042642	Flad1	protein_coding	37
ENSMUSG00000032123	Dpagt1	protein_coding	37
ENSMUSG00000021338	Carmil1	protein_coding	37
ENSMUSG00000042707	Dnali1	protein_coding	37
ENSMUSG00000040055	Gjb6	protein_coding	37
ENSMUSG00000026295	Spp2	protein_coding	37
ENSMUSG00000027582	Zgpat	protein_coding	37
ENSMUSG00000064043	Trerf1	protein_coding	37
ENSMUSG00000031161	Hdac6	protein_coding	37
ENSMUSG00000014778	Fhod1	protein_coding	37
ENSMUSG00000032763	Ilvbl	protein_coding	37
ENSMUSG00000032667	Pon2	protein_coding	37
ENSMUSG00000019066	Rab3d	protein_coding	37
ENSMUSG00000020275	Rel	protein_coding	37
ENSMUSG00000046337	Fam178b	protein_coding	37
ENSMUSG00000028334	Nans	protein_coding	37
ENSMUSG00000028460	Sit1	protein_coding	37
ENSMUSG00000005220	Corin	protein_coding	37
ENSMUSG00000038451	Spsb2	protein_coding	37
ENSMUSG00000028434	Epb41l4b	protein_coding	37
ENSMUSG00000054434	Tmem120b	protein_coding	37
ENSMUSG00000021823	Vcl	protein_coding	37
ENSMUSG00000038371	Sbf2	protein_coding	37
ENSMUSG00000032598	Nckipsd	protein_coding	37
ENSMUSG00000025185	Loxl4	protein_coding	37
ENSMUSG00000046186	Cd109	protein_coding	37
ENSMUSG00000038637	Lrrc56	protein_coding	37
ENSMUSG00000074305	Peak1	protein_coding	37
ENSMUSG00000036295	Lrrn3	protein_coding	37
ENSMUSG00000024158	Hagh	protein_coding	37
ENSMUSG00000018405	Mrm1	protein_coding	37
ENSMUSG00000029466	Anapc7	protein_coding	37
ENSMUSG00000036185	Sapcd1	protein_coding	37
ENSMUSG00000040209	Zfp704	protein_coding	37
ENSMUSG00000050549	Fam241a	protein_coding	37
ENSMUSG00000059316	Slc27a4	protein_coding	37
ENSMUSG00000002319	Ipo4	protein_coding	37
ENSMUSG00000002279	Lmf1	protein_coding	37
ENSMUSG00000003534	Ddr1	protein_coding	37
ENSMUSG00000027628	Aar2	protein_coding	37
ENSMUSG00000040013	Fkbp6	protein_coding	37
ENSMUSG00000055652	Klhl25	protein_coding	37
ENSMUSG00000055782	Abcd2	protein_coding	37
ENSMUSG00000026424	Gpr37l1	protein_coding	37
ENSMUSG00000006179	Prss16	protein_coding	37
ENSMUSG00000034917	Tjp3	protein_coding	37
ENSMUSG00000030000	Add2	protein_coding	37
ENSMUSG00000041025	Iffo2	protein_coding	37
ENSMUSG00000026858	Miga2	protein_coding	37
ENSMUSG00000001911	Nfix	protein_coding	37
ENSMUSG00000004270	Lpcat3	protein_coding	37
ENSMUSG00000024150	Mcfd2	protein_coding	37
ENSMUSG00000034028	Cd226	protein_coding	37
ENSMUSG00000055976	Cldn23	protein_coding	37
ENSMUSG00000039929	Urb1	protein_coding	37
ENSMUSG00000039917	Rhbdd2	protein_coding	37
ENSMUSG00000007613	Tgfbr1	protein_coding	37
ENSMUSG00000032602	Slc25a20	protein_coding	37
ENSMUSG00000005089	Slc1a2	protein_coding	37
ENSMUSG00000028545	Bend5	protein_coding	37
ENSMUSG00000025147	Mob2	protein_coding	37
ENSMUSG00000031066	Usp11	protein_coding	37
ENSMUSG00000032875	Arhgef17	protein_coding	37
ENSMUSG00000047040	Prr15l	protein_coding	37
ENSMUSG00000045690	Wdr89	protein_coding	37
ENSMUSG00000038732	Mboat1	protein_coding	37
ENSMUSG00000038712	Mindy1	protein_coding	37
ENSMUSG00000036027	Pou2af2	protein_coding	37
ENSMUSG00000036040	Adamtsl2	protein_coding	37
ENSMUSG00000022434	Fam118a	protein_coding	37
ENSMUSG00000035964	Tmem59l	protein_coding	37
ENSMUSG00000061436	Hipk2	protein_coding	37
ENSMUSG00000047248	C2cd3	protein_coding	37
ENSMUSG00000021902	Phf7	protein_coding	37
ENSMUSG00000025495	Ptdss2	protein_coding	37
ENSMUSG00000014602	Kif1a	protein_coding	37
ENSMUSG00000028614	Ndc1	protein_coding	37
ENSMUSG00000086040	Wipf3	protein_coding	37
ENSMUSG00000010755	Cars1	protein_coding	37
ENSMUSG00000004371	Il11	protein_coding	37
ENSMUSG00000049957	Ccdc137	protein_coding	37
ENSMUSG00000029209	Gnpda2	protein_coding	37
ENSMUSG00000027808	Serp1	protein_coding	37
ENSMUSG00000039637	Coro7	protein_coding	37
ENSMUSG00000039634	Zfp189	protein_coding	37
ENSMUSG00000027801	Tm4sf4	protein_coding	37
ENSMUSG00000039754	Alkbh4	protein_coding	37
ENSMUSG00000024251	Thada	protein_coding	37
ENSMUSG00000031343	Gabra3	protein_coding	37
ENSMUSG00000032514	Ttc21a	protein_coding	37
ENSMUSG00000020868	Xylt2	protein_coding	37
ENSMUSG00000034509	Mad2l1bp	protein_coding	37
ENSMUSG00000021175	Cdca7l	protein_coding	37
ENSMUSG00000053199	Arhgap20	protein_coding	37
ENSMUSG00000051373	Plpp7	protein_coding	37
ENSMUSG00000051306	Usp42	protein_coding	37
ENSMUSG00000051435	Fhad1	protein_coding	37
ENSMUSG00000021278	Amn	protein_coding	37
ENSMUSG00000030643	Rab30	protein_coding	37
ENSMUSG00000011305	Plin5	protein_coding	37
ENSMUSG00000055235	Wdr86	protein_coding	37
ENSMUSG00000040354	Mars1	protein_coding	37
ENSMUSG00000017210	Med24	protein_coding	37
ENSMUSG00000039521	Foxp3	protein_coding	37
ENSMUSG00000033096	Apmap	protein_coding	37
ENSMUSG00000038055	Dexi	protein_coding	37
ENSMUSG00000038046	Mrm3	protein_coding	37
ENSMUSG00000047409	Ctdspl	protein_coding	37
ENSMUSG00000020250	Txnrd1	protein_coding	37
ENSMUSG00000028228	Cpne3	protein_coding	37
ENSMUSG00000031349	Nsdhl	protein_coding	37
ENSMUSG00000020455	Trim11	protein_coding	37
ENSMUSG00000020460	Rps27a	protein_coding	37
ENSMUSG00000004626	Stxbp2	protein_coding	37
ENSMUSG00000049517	Rps23	protein_coding	37
ENSMUSG00000021451	Sema4d	protein_coding	37
ENSMUSG00000060862	Zbtb40	protein_coding	37
ENSMUSG00000021420	Fars2	protein_coding	37
ENSMUSG00000000148	Brat1	protein_coding	37
ENSMUSG00000060477	Irak2	protein_coding	37
ENSMUSG00000020257	Wdr82	protein_coding	37
ENSMUSG00000020255	Nopchap1	protein_coding	37
ENSMUSG00000028173	Wls	protein_coding	37
ENSMUSG00000030865	Chp2	protein_coding	37
ENSMUSG00000028684	Urod	protein_coding	37
ENSMUSG00000037993	Dhx38	protein_coding	37
ENSMUSG00000029843	Slc13a4	protein_coding	37
ENSMUSG00000041695	Kcnj2	protein_coding	37
ENSMUSG00000041650	Pcca	protein_coding	37
ENSMUSG00000015652	Steap1	protein_coding	37
ENSMUSG00000029119	Man2b2	protein_coding	37
ENSMUSG00000049305	Ccdc71	protein_coding	37
ENSMUSG00000049303	Syt12	protein_coding	37
ENSMUSG00000028693	Nasp	protein_coding	37
ENSMUSG00000028687	Mutyh	protein_coding	37
ENSMUSG00000073705	Cenps	protein_coding	37
ENSMUSG00000022962	Gart	protein_coding	37
ENSMUSG00000023000	Dhh	protein_coding	37
ENSMUSG00000001829	Clpb	protein_coding	37
ENSMUSG00000028139	Riiad1	protein_coding	37
ENSMUSG00000022498	Txndc11	protein_coding	37
ENSMUSG00000022488	Nckap1l	protein_coding	37
ENSMUSG00000027420	Bfsp1	protein_coding	37
ENSMUSG00000027419	Pcsk2	protein_coding	37
ENSMUSG00000022136	Dnajc3	protein_coding	37
ENSMUSG00000025757	Hspa4l	protein_coding	37
ENSMUSG00000057894	Zfp329	protein_coding	37
ENSMUSG00000047507	Baiap3	protein_coding	37
ENSMUSG00000032507	Fbxl2	protein_coding	37
ENSMUSG00000063904	Dpp3	protein_coding	37
ENSMUSG00000021595	Nsun2	protein_coding	37
ENSMUSG00000043631	Ecm2	protein_coding	37
ENSMUSG00000027938	Creb3l4	protein_coding	37
ENSMUSG00000029093	Sorcs2	protein_coding	37
ENSMUSG00000049225	Pdp1	protein_coding	37
ENSMUSG00000029020	Mfn2	protein_coding	37
ENSMUSG00000075588	Hoxb2	protein_coding	37
ENSMUSG00000010048	Ifrd2	protein_coding	37
ENSMUSG00000033653	Vps8	protein_coding	37
ENSMUSG00000051768	Xrcc1	protein_coding	37
ENSMUSG00000032006	Pdgfd	protein_coding	37
ENSMUSG00000021221	Dpf3	protein_coding	37
ENSMUSG00000055200	Sertad3	protein_coding	37
ENSMUSG00000003279	Dlgap1	protein_coding	37
ENSMUSG00000079197	Psme2	protein_coding	37
ENSMUSG00000022131	Gpr180	protein_coding	37
ENSMUSG00000037921	Ddx60	protein_coding	37
ENSMUSG00000047731	Wbp1l	protein_coding	37
ENSMUSG00000028150	Rorc	protein_coding	37
ENSMUSG00000017631	Abr	protein_coding	37
ENSMUSG00000026723	Trdmt1	protein_coding	37
ENSMUSG00000027248	Pdia3	protein_coding	37
ENSMUSG00000030894	Tpp1	protein_coding	37
ENSMUSG00000027350	Chgb	protein_coding	37
ENSMUSG00000027338	Prnd	protein_coding	37
ENSMUSG00000041895	Wipi1	protein_coding	37
ENSMUSG00000039201	Tbc1d25	protein_coding	37
ENSMUSG00000078954	Arhgap8	protein_coding	37
ENSMUSG00000054723	Vmac	protein_coding	37
ENSMUSG00000052516	Robo2	protein_coding	37
ENSMUSG00000040663	Clcf1	protein_coding	37
ENSMUSG00000040701	Ap1g2	protein_coding	37
ENSMUSG00000024868	Dkk1	protein_coding	37
ENSMUSG00000037813	D630003M21Rik	protein_coding	37
ENSMUSG00000092586	Ly6g6c	protein_coding	37
ENSMUSG00000019467	Arhgef25	protein_coding	37
ENSMUSG00000039286	Fndc3b	protein_coding	37
ENSMUSG00000010122	Slc47a1	protein_coding	37
ENSMUSG00000018672	Copz2	protein_coding	37
ENSMUSG00000009894	Snap47	protein_coding	37
ENSMUSG00000063808	Gpatch1	protein_coding	37
ENSMUSG00000059901	Adamts14	protein_coding	37
ENSMUSG00000028864	Hgf	protein_coding	37
ENSMUSG00000020359	Phykpl	protein_coding	37
ENSMUSG00000019320	Noxo1	protein_coding	37
ENSMUSG00000028096	Gpr89	protein_coding	37
ENSMUSG00000028089	Chd1l	protein_coding	37
ENSMUSG00000022022	Mtrf1	protein_coding	37
ENSMUSG00000030315	Vgll4	protein_coding	37
ENSMUSG00000022123	Scel	protein_coding	37
ENSMUSG00000035357	Pdzrn3	protein_coding	37
ENSMUSG00000035448	Ccr3	protein_coding	37
ENSMUSG00000041966	Dcaf17	protein_coding	37
ENSMUSG00000026604	Ptpn14	protein_coding	37
ENSMUSG00000063439	B9d2	protein_coding	37
ENSMUSG00000066975	Cryba4	protein_coding	37
ENSMUSG00000026669	Mcm10	protein_coding	37
ENSMUSG00000033379	Atp6v0b	protein_coding	37
ENSMUSG00000022095	Fhip2b	protein_coding	37
ENSMUSG00000039182	AW209491	protein_coding	37
ENSMUSG00000025956	Mettl21a	protein_coding	37
ENSMUSG00000025938	Slco5a1	protein_coding	37
ENSMUSG00000030802	Bckdk	protein_coding	37
ENSMUSG00000008393	Carhsp1	protein_coding	37
ENSMUSG00000038527	C1rl	protein_coding	37
ENSMUSG00000058952	Cfi	protein_coding	37
ENSMUSG00000021795	Sftpd	protein_coding	37
ENSMUSG00000054008	Ndst1	protein_coding	37
ENSMUSG00000022711	Pmm2	protein_coding	37
ENSMUSG00000054321	Taf4b	protein_coding	37
ENSMUSG00000062861	Zfp28	protein_coding	37
ENSMUSG00000015709	Arnt2	protein_coding	37
ENSMUSG00000024120	Lrpprc	protein_coding	37
ENSMUSG00000003344	Btbd2	protein_coding	37
ENSMUSG00000067341	H2-Eb2	protein_coding	37
ENSMUSG00000000811	Txnrd3	protein_coding	37
ENSMUSG00000041235	Chd7	protein_coding	37
ENSMUSG00000019932	Kera	protein_coding	37
ENSMUSG00000063130	Calml3	protein_coding	37
ENSMUSG00000031681	Smad1	protein_coding	37
ENSMUSG00000062937	Mtap	protein_coding	36
ENSMUSG00000019943	Atp2b1	protein_coding	36
ENSMUSG00000031782	Coq9	protein_coding	36
ENSMUSG00000026915	Strbp	protein_coding	36
ENSMUSG00000019909	Fam162b	protein_coding	36
ENSMUSG00000030101	Sumf1	protein_coding	36
ENSMUSG00000034723	Tmx4	protein_coding	36
ENSMUSG00000030166	Rad52	protein_coding	36
ENSMUSG00000025287	Acot9	protein_coding	36
ENSMUSG00000005362	Crbn	protein_coding	36
ENSMUSG00000071256	Zfp213	protein_coding	36
ENSMUSG00000071226	Cecr2	protein_coding	36
ENSMUSG00000028358	Zfp618	protein_coding	36
ENSMUSG00000038633	Degs1	protein_coding	36
ENSMUSG00000001755	Coasy	protein_coding	36
ENSMUSG00000036377	Cracd	protein_coding	36
ENSMUSG00000029467	Atp2a2	protein_coding	36
ENSMUSG00000024043	Arhgap28	protein_coding	36
ENSMUSG00000029434	Vps33a	protein_coding	36
ENSMUSG00000036218	Pdzrn4	protein_coding	36
ENSMUSG00000042694	Stn1	protein_coding	36
ENSMUSG00000024008	Cpne5	protein_coding	36
ENSMUSG00000025366	Esyt1	protein_coding	36
ENSMUSG00000020926	Adam11	protein_coding	36
ENSMUSG00000052214	Opa3	protein_coding	36
ENSMUSG00000001909	Trmt1	protein_coding	36
ENSMUSG00000030780	Rusf1	protein_coding	36
ENSMUSG00000071856	Mcc	protein_coding	36
ENSMUSG00000033316	Galnt9	protein_coding	36
ENSMUSG00000029781	Fkbp9	protein_coding	36
ENSMUSG00000029778	Adcyap1r1	protein_coding	36
ENSMUSG00000035382	Pcsk7	protein_coding	36
ENSMUSG00000052353	Cemip	protein_coding	36
ENSMUSG00000026679	Enkur	protein_coding	36
ENSMUSG00000026667	Uhmk1	protein_coding	36
ENSMUSG00000018171	Vmp1	protein_coding	36
ENSMUSG00000047909	Ankrd16	protein_coding	36
ENSMUSG00000048058	Ldlrad3	protein_coding	36
ENSMUSG00000018677	Slc25a39	protein_coding	36
ENSMUSG00000063849	Ppcdc	protein_coding	36
ENSMUSG00000048701	Ccdc6	protein_coding	36
ENSMUSG00000028845	Tekt2	protein_coding	36
ENSMUSG00000060044	Tmem26	protein_coding	36
ENSMUSG00000024789	Jak2	protein_coding	36
ENSMUSG00000019312	Grb7	protein_coding	36
ENSMUSG00000028807	Zbtb8a	protein_coding	36
ENSMUSG00000030847	Bag3	protein_coding	36
ENSMUSG00000022523	Fgf12	protein_coding	36
ENSMUSG00000115338	Pnp	protein_coding	36
ENSMUSG00000068264	Ap5s1	protein_coding	36
ENSMUSG00000062202	Btbd9	protein_coding	36
ENSMUSG00000062184	Hs6st2	protein_coding	36
ENSMUSG00000027359	Slc27a2	protein_coding	36
ENSMUSG00000022144	Gdnf	protein_coding	36
ENSMUSG00000078949	R3hdml	protein_coding	36
ENSMUSG00000052698	Tln2	protein_coding	36
ENSMUSG00000020598	Nrcam	protein_coding	36
ENSMUSG00000029755	Dlx5	protein_coding	36
ENSMUSG00000029826	Zc3hav1	protein_coding	36
ENSMUSG00000040680	Kremen2	protein_coding	36
ENSMUSG00000041797	Abca9	protein_coding	36
ENSMUSG00000024891	Slc29a2	protein_coding	36
ENSMUSG00000037762	Slc16a9	protein_coding	36
ENSMUSG00000039246	Lyplal1	protein_coding	36
ENSMUSG00000027993	Trim2	protein_coding	36
ENSMUSG00000044026	Slc35g1	protein_coding	36
ENSMUSG00000044134	Pheta1	protein_coding	36
ENSMUSG00000037251	Pomk	protein_coding	36
ENSMUSG00000071645	Tut1	protein_coding	36
ENSMUSG00000028803	Nipal3	protein_coding	36
ENSMUSG00000031958	Ldhd	protein_coding	36
ENSMUSG00000040732	Erg	protein_coding	36
ENSMUSG00000027249	F2	protein_coding	36
ENSMUSG00000026785	Pkn3	protein_coding	36
ENSMUSG00000048970	C1galt1c1	protein_coding	36
ENSMUSG00000044005	Gls2	protein_coding	36
ENSMUSG00000008167	Fbxw9	protein_coding	36
ENSMUSG00000029053	Prkcz	protein_coding	36
ENSMUSG00000034308	Sdr42e1	protein_coding	36
ENSMUSG00000042046	Dstyk	protein_coding	36
ENSMUSG00000042082	Arsb	protein_coding	36
ENSMUSG00000040536	Necab1	protein_coding	36
ENSMUSG00000029033	Acap3	protein_coding	36
ENSMUSG00000037110	Ralgapa2	protein_coding	36
ENSMUSG00000049038	Mterf2	protein_coding	36
ENSMUSG00000033579	Fa2h	protein_coding	36
ENSMUSG00000035620	Ric8b	protein_coding	36
ENSMUSG00000031610	Scrg1	protein_coding	36
ENSMUSG00000035578	Iqcg	protein_coding	36
ENSMUSG00000000275	Trim25	protein_coding	36
ENSMUSG00000034312	Iqsec1	protein_coding	36
ENSMUSG00000048756	Foxo3	protein_coding	36
ENSMUSG00000048978	Nrsn1	protein_coding	36
ENSMUSG00000047767	Atg16l2	protein_coding	36
ENSMUSG00000039018	Mtg1	protein_coding	36
ENSMUSG00000026544	Dusp23	protein_coding	36
ENSMUSG00000022515	Anks3	protein_coding	36
ENSMUSG00000023755	Rhebl1	protein_coding	36
ENSMUSG00000030739	Myh14	protein_coding	36
ENSMUSG00000059713	Rcan3	protein_coding	36
ENSMUSG00000002825	Qtrt1	protein_coding	36
ENSMUSG00000047648	Fbxo30	protein_coding	36
ENSMUSG00000038893	Fam117a	protein_coding	36
ENSMUSG00000038888	Ctu1	protein_coding	36
ENSMUSG00000028158	Mttp	protein_coding	36
ENSMUSG00000032431	Crtap	protein_coding	36
ENSMUSG00000014905	Dnajb9	protein_coding	36
ENSMUSG00000026080	Chst10	protein_coding	36
ENSMUSG00000037204	Atg101	protein_coding	36
ENSMUSG00000026779	Mastl	protein_coding	36
ENSMUSG00000026764	Kif5c	protein_coding	36
ENSMUSG00000026737	Pip4k2a	protein_coding	36
ENSMUSG00000022978	Mis18a	protein_coding	36
ENSMUSG00000003746	Man1a	protein_coding	36
ENSMUSG00000058022	Adtrp	protein_coding	36
ENSMUSG00000045326	Fndc7	protein_coding	36
ENSMUSG00000045281	Gpr20	protein_coding	36
ENSMUSG00000020258	Glyctk	protein_coding	36
ENSMUSG00000043467	Zbtb37	protein_coding	36
ENSMUSG00000056643	Chst13	protein_coding	36
ENSMUSG00000024440	Pcdh12	protein_coding	36
ENSMUSG00000042210	Abhd14a	protein_coding	36
ENSMUSG00000020063	Sirt1	protein_coding	36
ENSMUSG00000052934	Fbxo31	protein_coding	36
ENSMUSG00000026820	Ptges2	protein_coding	36
ENSMUSG00000038884	Shfl	protein_coding	36
ENSMUSG00000001482	Def8	protein_coding	36
ENSMUSG00000002007	Srpk3	protein_coding	36
ENSMUSG00000033857	Engase	protein_coding	36
ENSMUSG00000023800	Tiam2	protein_coding	36
ENSMUSG00000029624	Ptcd1	protein_coding	36
ENSMUSG00000011171	Vipr2	protein_coding	36
ENSMUSG00000035891	Cerk	protein_coding	36
ENSMUSG00000015980	Lrrc27	protein_coding	36
ENSMUSG00000032093	Cd3e	protein_coding	36
ENSMUSG00000032087	Dscaml1	protein_coding	36
ENSMUSG00000038866	Zcchc2	protein_coding	36
ENSMUSG00000038860	Garnl3	protein_coding	36
ENSMUSG00000021948	Prkcd	protein_coding	36
ENSMUSG00000058354	Krt6a	protein_coding	36
ENSMUSG00000058290	Espl1	protein_coding	36
ENSMUSG00000033147	Slc22a15	protein_coding	36
ENSMUSG00000028629	Exo5	protein_coding	36
ENSMUSG00000024981	Acsl5	protein_coding	36
ENSMUSG00000027803	Wwtr1	protein_coding	36
ENSMUSG00000019564	Arid3a	protein_coding	36
ENSMUSG00000024422	Dhx16	protein_coding	36
ENSMUSG00000020877	Scrn2	protein_coding	36
ENSMUSG00000024410	Rmc1	protein_coding	36
ENSMUSG00000056698	Elmod3	protein_coding	36
ENSMUSG00000056671	Prelid2	protein_coding	36
ENSMUSG00000051335	Gfod1	protein_coding	36
ENSMUSG00000020899	Pfas	protein_coding	36
ENSMUSG00000021277	Traf3	protein_coding	36
ENSMUSG00000061462	Obscn	protein_coding	36
ENSMUSG00000036980	Taf6	protein_coding	36
ENSMUSG00000056222	Spock1	protein_coding	36
ENSMUSG00000036822	Topors	protein_coding	36
ENSMUSG00000024331	Dsc2	protein_coding	36
ENSMUSG00000029596	Sdsl	protein_coding	36
ENSMUSG00000000686	Abhd15	protein_coding	36
ENSMUSG00000027460	Angpt4	protein_coding	36
ENSMUSG00000020743	Mif4gd	protein_coding	36
ENSMUSG00000027864	Ptgfrn	protein_coding	36
ENSMUSG00000002342	Tmem161a	protein_coding	36
ENSMUSG00000063646	Jakmip1	protein_coding	36
ENSMUSG00000069633	Pex11g	protein_coding	36
ENSMUSG00000039629	Strip2	protein_coding	36
ENSMUSG00000022621	Rabl2	protein_coding	36
ENSMUSG00000022994	Adcy6	protein_coding	36
ENSMUSG00000067158	Col4a4	protein_coding	36
ENSMUSG00000031907	Zfp90	protein_coding	36
ENSMUSG00000040907	Atp1a3	protein_coding	36
ENSMUSG00000053101	Gpr141	protein_coding	36
ENSMUSG00000038187	Btbd10	protein_coding	36
ENSMUSG00000047123	Ticam1	protein_coding	36
ENSMUSG00000051367	Six1	protein_coding	36
ENSMUSG00000051236	Msrb3	protein_coding	36
ENSMUSG00000029602	Rasal1	protein_coding	36
ENSMUSG00000029245	Epha5	protein_coding	36
ENSMUSG00000050132	Sarm1	protein_coding	36
ENSMUSG00000036644	Tbc1d9b	protein_coding	36
ENSMUSG00000036613	Eipr1	protein_coding	36
ENSMUSG00000025480	Syce1	protein_coding	36
ENSMUSG00000025512	Chid1	protein_coding	36
ENSMUSG00000037960	Card19	protein_coding	36
ENSMUSG00000079445	B3gnt7	protein_coding	36
ENSMUSG00000030917	Ldaf1	protein_coding	36
ENSMUSG00000020839	Tmigd1	protein_coding	36
ENSMUSG00000028560	Usp1	protein_coding	36
ENSMUSG00000030515	Tars3	protein_coding	36
ENSMUSG00000034032	Rpap1	protein_coding	36
ENSMUSG00000029306	Ibsp	protein_coding	36
ENSMUSG00000027710	Acad9	protein_coding	36
ENSMUSG00000026204	Ptprn	protein_coding	36
ENSMUSG00000032606	Nicn1	protein_coding	36
ENSMUSG00000001521	Tulp3	protein_coding	36
ENSMUSG00000038368	Focad	protein_coding	36
ENSMUSG00000028546	Elavl4	protein_coding	36
ENSMUSG00000032898	Fbxo21	protein_coding	36
ENSMUSG00000074768	Bhmt	protein_coding	36
ENSMUSG00000029512	Ulk1	protein_coding	36
ENSMUSG00000036095	Dgkb	protein_coding	36
ENSMUSG00000029502	Golga3	protein_coding	36
ENSMUSG00000022412	Mief1	protein_coding	36
ENSMUSG00000055409	Nell1	protein_coding	36
ENSMUSG00000029600	Rita1	protein_coding	36
ENSMUSG00000066640	Fbxl18	protein_coding	36
ENSMUSG00000001120	Pcbp3	protein_coding	36
ENSMUSG00000022861	Dgkg	protein_coding	36
ENSMUSG00000034853	Acot11	protein_coding	36
ENSMUSG00000040972	Igsf21	protein_coding	36
ENSMUSG00000041632	Mrps27	protein_coding	36
ENSMUSG00000026798	Coq4	protein_coding	36
ENSMUSG00000041528	Rnf123	protein_coding	36
ENSMUSG00000030062	Rpn1	protein_coding	36
ENSMUSG00000005267	Zfp287	protein_coding	36
ENSMUSG00000002603	Tgfb1	protein_coding	36
ENSMUSG00000029330	Cds1	protein_coding	36
ENSMUSG00000004500	Zfp324	protein_coding	36
ENSMUSG00000003134	Tbc1d8	protein_coding	36
ENSMUSG00000025064	Col17a1	protein_coding	36
ENSMUSG00000028521	Slc35d1	protein_coding	36
ENSMUSG00000030217	Art4	protein_coding	36
ENSMUSG00000022722	Arl6	protein_coding	36
ENSMUSG00000067787	Blcap	protein_coding	36
ENSMUSG00000017765	Slc12a4	protein_coding	36
ENSMUSG00000030091	Nup210	protein_coding	36
ENSMUSG00000021830	Txndc16	protein_coding	36
ENSMUSG00000061288	Taok3	protein_coding	36
ENSMUSG00000032192	Gnb5	protein_coding	36
ENSMUSG00000068747	Sort1	protein_coding	36
ENSMUSG00000004085	Map3k20	protein_coding	36
ENSMUSG00000051007	Gatd1	protein_coding	36
ENSMUSG00000019718	L3hypdh	protein_coding	36
ENSMUSG00000027579	Srms	protein_coding	36
ENSMUSG00000015839	Nfe2l2	protein_coding	36
ENSMUSG00000026944	Abca2	protein_coding	36
ENSMUSG00000031787	Katnb1	protein_coding	36
ENSMUSG00000038500	Prr3	protein_coding	36
ENSMUSG00000038542	Pcid2	protein_coding	36
ENSMUSG00000034247	Plekhm1	protein_coding	36
ENSMUSG00000034218	Atm	protein_coding	36
ENSMUSG00000042632	Pla2g6	protein_coding	36
ENSMUSG00000019796	Lrp11	protein_coding	36
ENSMUSG00000027597	Ahcy	protein_coding	36
ENSMUSG00000038422	Hdhd3	protein_coding	36
ENSMUSG00000031171	Ftsj1	protein_coding	36
ENSMUSG00000038349	Plcl1	protein_coding	36
ENSMUSG00000038507	Parp12	protein_coding	36
ENSMUSG00000010044	Zmynd10	protein_coding	36
ENSMUSG00000044626	Liph	protein_coding	36
ENSMUSG00000019359	Gdpd2	protein_coding	36
ENSMUSG00000028949	Smarcd3	protein_coding	36
ENSMUSG00000037408	Cnnm4	protein_coding	36
ENSMUSG00000057751	Megf6	protein_coding	36
ENSMUSG00000030760	Acer3	protein_coding	36
ENSMUSG00000031398	Plxna3	protein_coding	36
ENSMUSG00000021539	Lect2	protein_coding	36
ENSMUSG00000021532	Fastkd3	protein_coding	36
ENSMUSG00000021798	Ldb3	protein_coding	36
ENSMUSG00000054162	Spock3	protein_coding	36
ENSMUSG00000026926	Pmpca	protein_coding	36
ENSMUSG00000062859	Tcp11	protein_coding	36
ENSMUSG00000031714	Gab1	protein_coding	36
ENSMUSG00000031862	Atp13a1	protein_coding	36
ENSMUSG00000041476	Smpx	protein_coding	35
ENSMUSG00000006587	Snai3	protein_coding	35
ENSMUSG00000046794	Ppp1r3b	protein_coding	35
ENSMUSG00000046178	Nxph1	protein_coding	35
ENSMUSG00000058979	Hdhd5	protein_coding	35
ENSMUSG00000032641	Gpr19	protein_coding	35
ENSMUSG00000032649	Colgalt2	protein_coding	35
ENSMUSG00000038379	Ttk	protein_coding	35
ENSMUSG00000021130	Galnt16	protein_coding	35
ENSMUSG00000020956	Dtd2	protein_coding	35
ENSMUSG00000002227	Mov10	protein_coding	35
ENSMUSG00000017756	Slc12a7	protein_coding	35
ENSMUSG00000070880	Gad1	protein_coding	35
ENSMUSG00000038260	Trpm4	protein_coding	35
ENSMUSG00000028573	Fggy	protein_coding	35
ENSMUSG00000047030	Spata2	protein_coding	35
