harmonized_id	symbol	biotype	n_datasets_hvg
ENSMUSG00000001240	Ramp2	protein_coding	89
ENSMUSG00000068129	Cst7	protein_coding	89
ENSMUSG00000054435	Gimap4	protein_coding	89
ENSMUSG00000079037	Prnp	protein_coding	89
ENSMUSG00000041046	Ramp3	protein_coding	89
ENSMUSG00000029762	Akr1b8	protein_coding	89
ENSMUSG00000028266	Lmo4	protein_coding	89
ENSMUSG00000020027	Socs2	protein_coding	89
ENSMUSG00000026688	Mgst3	protein_coding	89
ENSMUSG00000031838	Ifi30	protein_coding	89
ENSMUSG00000047945	Marcksl1	protein_coding	89
ENSMUSG00000067149	Jchain	protein_coding	89
ENSMUSG00000014813	Stc1	protein_coding	89
ENSMUSG00000021281	Tnfaip2	protein_coding	89
ENSMUSG00000041827	Oasl1	protein_coding	89
ENSMUSG00000034127	Tspan8	protein_coding	88
ENSMUSG00000054855	Rnd1	protein_coding	88
ENSMUSG00000021998	Lcp1	protein_coding	88
ENSMUSG00000033880	Lgals3bp	protein_coding	88
ENSMUSG00000050737	Ptges	protein_coding	88
ENSMUSG00000027313	Chac1	protein_coding	88
ENSMUSG00000049037	Clec4a1	protein_coding	88
ENSMUSG00000037060	Cavin3	protein_coding	88
ENSMUSG00000024673	Ms4a1	protein_coding	88
ENSMUSG00000004558	Ndrg2	protein_coding	88
ENSMUSG00000031444	F10	protein_coding	88
ENSMUSG00000002847	Pla1a	protein_coding	88
ENSMUSG00000005410	Mcm5	protein_coding	88
ENSMUSG00000023992	Trem2	protein_coding	88
ENSMUSG00000029819	Npy	protein_coding	88
ENSMUSG00000061808	Ttr	protein_coding	88
ENSMUSG00000054342	Kcnn4	protein_coding	88
ENSMUSG00000027239	Mdk	protein_coding	88
ENSMUSG00000021423	Ly86	protein_coding	88
ENSMUSG00000057098	Ebf1	protein_coding	88
ENSMUSG00000015090	Ptgds	protein_coding	87
ENSMUSG00000021411	Pxdc1	protein_coding	87
ENSMUSG00000021614	Vcan	protein_coding	87
ENSMUSG00000042474	Fcmr	protein_coding	87
ENSMUSG00000022665	Ccdc80	protein_coding	87
ENSMUSG00000061132	Blnk	protein_coding	87
ENSMUSG00000001865	Cpa3	protein_coding	87
ENSMUSG00000038393	Txnip	protein_coding	87
ENSMUSG00000004791	Pgf	protein_coding	87
ENSMUSG00000029223	Uchl1	protein_coding	87
ENSMUSG00000040170	Fmo2	protein_coding	87
ENSMUSG00000053475	Tnfaip6	protein_coding	87
ENSMUSG00000052727	Map1b	protein_coding	87
ENSMUSG00000030747	Dgat2	protein_coding	87
ENSMUSG00000035165	Kcne3	protein_coding	87
ENSMUSG00000034349	Smc4	protein_coding	87
ENSMUSG00000003665	Has1	protein_coding	87
ENSMUSG00000021943	Gdf10	protein_coding	87
ENSMUSG00000029580	Actb	protein_coding	87
ENSMUSG00000033083	Tbc1d4	protein_coding	86
ENSMUSG00000036169	Sostdc1	protein_coding	86
ENSMUSG00000004473	Clec11a	protein_coding	86
ENSMUSG00000020154	Ptprb	protein_coding	86
ENSMUSG00000041577	Prelp	protein_coding	86
ENSMUSG00000027399	Il1a	protein_coding	86
ENSMUSG00000028996	Rbp7	protein_coding	86
ENSMUSG00000067586	S1pr3	protein_coding	86
ENSMUSG00000021792	Prxl2a	protein_coding	86
ENSMUSG00000028364	Tnc	protein_coding	86
ENSMUSG00000045328	Cenpe	protein_coding	86
ENSMUSG00000022894	Adamts5	protein_coding	86
ENSMUSG00000028435	Aqp3	protein_coding	86
ENSMUSG00000022102	Dok2	protein_coding	86
ENSMUSG00000037362	Ccn3	protein_coding	86
ENSMUSG00000052160	Pld4	protein_coding	85
ENSMUSG00000049723	Mmp12	protein_coding	85
ENSMUSG00000071713	Csf2rb	protein_coding	85
ENSMUSG00000032014	Oaf	protein_coding	85
ENSMUSG00000032265	Tent5a	protein_coding	85
ENSMUSG00000052397	Ezr	protein_coding	85
ENSMUSG00000000628	Hk2	protein_coding	85
ENSMUSG00000023336	Wfdc1	protein_coding	85
ENSMUSG00000040747	Cd53	protein_coding	85
ENSMUSG00000042254	Cilp	protein_coding	85
ENSMUSG00000058624	Gda	protein_coding	85
ENSMUSG00000021200	Asb2	protein_coding	85
ENSMUSG00000045930	Clec14a	protein_coding	85
ENSMUSG00000028645	Slc2a1	protein_coding	85
ENSMUSG00000039208	Metrnl	protein_coding	85
ENSMUSG00000018648	Dusp14	protein_coding	85
ENSMUSG00000028716	Pdzk1ip1	protein_coding	85
ENSMUSG00000003283	Hck	protein_coding	85
ENSMUSG00000057092	Fxyd3	protein_coding	85
ENSMUSG00000022025	Cnmd	protein_coding	85
ENSMUSG00000020108	Ddit4	protein_coding	85
ENSMUSG00000032802	Srxn1	protein_coding	85
ENSMUSG00000016024	Lbp	protein_coding	85
ENSMUSG00000024803	Ankrd1	protein_coding	85
ENSMUSG00000037031	Tspan15	protein_coding	85
ENSMUSG00000001131	Timp1	protein_coding	85
ENSMUSG00000074227	Spint2	protein_coding	85
ENSMUSG00000040488	Ltbp4	protein_coding	84
ENSMUSG00000045730	Adrb2	protein_coding	84
ENSMUSG00000090231	Cfb	protein_coding	84
ENSMUSG00000020676	Ccl11	protein_coding	84
ENSMUSG00000093930	Hmgcs1	protein_coding	84
ENSMUSG00000002870	Mcm2	protein_coding	84
ENSMUSG00000058254	Tspan7	protein_coding	84
ENSMUSG00000031604	Msmo1	protein_coding	84
ENSMUSG00000015947	Fcgr1	protein_coding	84
ENSMUSG00000029378	Areg	protein_coding	84
ENSMUSG00000001156	Mxd1	protein_coding	84
ENSMUSG00000024140	Epas1	protein_coding	84
ENSMUSG00000068735	Trp53i11	protein_coding	84
ENSMUSG00000032126	Hmbs	protein_coding	84
ENSMUSG00000000567	Sox9	protein_coding	84
ENSMUSG00000020183	Cpm	protein_coding	84
ENSMUSG00000030317	Timp4	protein_coding	84
ENSMUSG00000004105	Angptl2	protein_coding	84
ENSMUSG00000021270	Hsp90aa1	protein_coding	84
ENSMUSG00000056737	Capg	protein_coding	84
ENSMUSG00000045932	Ifit2	protein_coding	84
ENSMUSG00000006369	Fbln1	protein_coding	84
ENSMUSG00000006442	Srm	protein_coding	84
ENSMUSG00000031304	Il2rg	protein_coding	83
ENSMUSG00000015085	Entpd2	protein_coding	83
ENSMUSG00000032094	Cd3d	protein_coding	83
ENSMUSG00000068874	Selenbp1	protein_coding	83
ENSMUSG00000012428	Steap4	protein_coding	83
ENSMUSG00000034936	Arl4d	protein_coding	83
ENSMUSG00000068227	Il2rb	protein_coding	83
ENSMUSG00000028989	Angptl7	protein_coding	83
ENSMUSG00000038521	C1s1	protein_coding	83
ENSMUSG00000038587	Akap12	protein_coding	83
ENSMUSG00000026581	Sell	protein_coding	83
ENSMUSG00000039910	Cited2	protein_coding	83
ENSMUSG00000020475	Pgam2	protein_coding	83
ENSMUSG00000025747	Tyms	protein_coding	83
ENSMUSG00000019539	Rcn3	protein_coding	83
ENSMUSG00000002602	Axl	protein_coding	83
ENSMUSG00000059412	Fxyd2	protein_coding	83
ENSMUSG00000045377	Tmem88	protein_coding	82
ENSMUSG00000020592	Sdc1	protein_coding	82
ENSMUSG00000057058	Skap1	protein_coding	82
ENSMUSG00000042129	Rassf4	protein_coding	82
ENSMUSG00000056481	Cd248	protein_coding	82
ENSMUSG00000057729	Prtn3	protein_coding	82
ENSMUSG00000018569	Cldn7	protein_coding	82
ENSMUSG00000025268	Maged2	protein_coding	82
ENSMUSG00000060572	Mfap2	protein_coding	82
ENSMUSG00000024501	Dpysl3	protein_coding	82
ENSMUSG00000038543	BC028528	protein_coding	82
ENSMUSG00000040289	Hey1	protein_coding	82
ENSMUSG00000022358	Fbxo32	protein_coding	82
ENSMUSG00000027203	Dut	protein_coding	82
ENSMUSG00000027358	Bmp2	protein_coding	82
ENSMUSG00000001493	Meox1	protein_coding	82
ENSMUSG00000025780	Itih5	protein_coding	82
ENSMUSG00000071984	Fndc1	protein_coding	82
ENSMUSG00000041801	Phlda3	protein_coding	82
ENSMUSG00000020810	Cygb	protein_coding	82
ENSMUSG00000032515	Csrnp1	protein_coding	82
ENSMUSG00000015134	Aldh1a3	protein_coding	82
ENSMUSG00000049130	C5ar1	protein_coding	82
ENSMUSG00000025473	Adam8	protein_coding	82
ENSMUSG00000031827	Cotl1	protein_coding	82
ENSMUSG00000028480	Glipr2	protein_coding	82
ENSMUSG00000040466	Blvrb	protein_coding	82
ENSMUSG00000019880	Rspo3	protein_coding	81
ENSMUSG00000049436	Upk1b	protein_coding	81
ENSMUSG00000027215	Cd82	protein_coding	81
ENSMUSG00000025790	Slco3a1	protein_coding	81
ENSMUSG00000050075	Gpr171	protein_coding	81
ENSMUSG00000010797	Wnt2	protein_coding	81
ENSMUSG00000027074	Slc43a3	protein_coding	81
ENSMUSG00000025856	Pdgfa	protein_coding	81
ENSMUSG00000034842	Art3	protein_coding	81
ENSMUSG00000051212	Gpr183	protein_coding	81
ENSMUSG00000029581	Fscn1	protein_coding	81
ENSMUSG00000069662	Marcks	protein_coding	81
ENSMUSG00000026548	Slamf9	protein_coding	81
ENSMUSG00000026009	Icos	protein_coding	81
ENSMUSG00000039239	Tgfb2	protein_coding	81
ENSMUSG00000038991	Txndc5	protein_coding	81
ENSMUSG00000038235	F11r	protein_coding	81
ENSMUSG00000068245	Phf11d	protein_coding	81
ENSMUSG00000024899	Papss2	protein_coding	81
ENSMUSG00000048376	F2r	protein_coding	81
ENSMUSG00000028773	Fabp3	protein_coding	81
ENSMUSG00000031780	Ccl17	protein_coding	81
ENSMUSG00000058914	C1qtnf3	protein_coding	81
ENSMUSG00000041202	Pla2g2d	protein_coding	81
ENSMUSG00000021702	Thbs4	protein_coding	81
ENSMUSG00000053522	Lgals7	protein_coding	81
ENSMUSG00000057841	Rpl32	protein_coding	81
ENSMUSG00000005583	Mef2c	protein_coding	81
ENSMUSG00000042750	Bex2	protein_coding	81
ENSMUSG00000006014	Prg4	protein_coding	81
ENSMUSG00000000028	Cdc45	protein_coding	80
ENSMUSG00000003051	Elf3	protein_coding	80
ENSMUSG00000039232	Stx11	protein_coding	80
ENSMUSG00000042116	Vwa1	protein_coding	80
ENSMUSG00000031517	Gpm6a	protein_coding	80
ENSMUSG00000063415	Cyp26b1	protein_coding	80
ENSMUSG00000047250	Ptgs1	protein_coding	80
ENSMUSG00000033430	Terf2ip	protein_coding	80
ENSMUSG00000046818	Ddit4l	protein_coding	80
ENSMUSG00000042684	Npl	protein_coding	80
ENSMUSG00000017969	Ptgis	protein_coding	80
ENSMUSG00000022040	Ephx2	protein_coding	80
ENSMUSG00000022032	Scara5	protein_coding	80
ENSMUSG00000043613	Mmp3	protein_coding	80
ENSMUSG00000027863	Cd2	protein_coding	80
ENSMUSG00000026580	Selp	protein_coding	80
ENSMUSG00000032436	Cmtm7	protein_coding	80
ENSMUSG00000046546	Fam43a	protein_coding	80
ENSMUSG00000036931	Nfkbid	protein_coding	80
ENSMUSG00000037580	Gch1	protein_coding	80
ENSMUSG00000047261	Gap43	protein_coding	80
ENSMUSG00000041548	Hspb8	protein_coding	80
ENSMUSG00000062329	Cytl1	protein_coding	80
ENSMUSG00000019890	Nts	protein_coding	80
ENSMUSG00000040280	Ndufa4l2	protein_coding	80
ENSMUSG00000016319	Slc25a5	protein_coding	80
ENSMUSG00000002980	Bcam	protein_coding	79
ENSMUSG00000052974	Cyp2f2	protein_coding	79
ENSMUSG00000027737	Slc7a11	protein_coding	79
ENSMUSG00000055254	Ntrk2	protein_coding	79
ENSMUSG00000017344	Vtn	protein_coding	79
ENSMUSG00000024084	Qpct	protein_coding	79
ENSMUSG00000019876	Pkib	protein_coding	79
ENSMUSG00000027188	Pamr1	protein_coding	79
ENSMUSG00000021665	Hexb	protein_coding	79
ENSMUSG00000026989	Dapl1	protein_coding	79
ENSMUSG00000025969	Nrp2	protein_coding	79
ENSMUSG00000026012	Cd28	protein_coding	78
ENSMUSG00000057722	Lepr	protein_coding	78
ENSMUSG00000002900	Lamb1	protein_coding	78
ENSMUSG00000026051	Ecrg4	protein_coding	78
ENSMUSG00000030117	Gdf3	protein_coding	78
ENSMUSG00000001467	Cyp51	protein_coding	78
ENSMUSG00000037628	Cdkn3	protein_coding	78
ENSMUSG00000000740	Rpl13	protein_coding	78
ENSMUSG00000025889	Snca	protein_coding	78
ENSMUSG00000030096	Slc6a6	protein_coding	78
ENSMUSG00000027556	Car1	protein_coding	78
ENSMUSG00000078771	Evi2a	protein_coding	78
ENSMUSG00000026670	Uap1	protein_coding	78
ENSMUSG00000041324	Inhba	protein_coding	78
ENSMUSG00000040181	Fmo1	protein_coding	78
ENSMUSG00000022651	Retnlg	protein_coding	78
ENSMUSG00000027994	Mcub	protein_coding	78
ENSMUSG00000041859	Mcm3	protein_coding	78
ENSMUSG00000031438	Rnf128	protein_coding	78
ENSMUSG00000050105	Fam110d	protein_coding	78
ENSMUSG00000031883	Car7	protein_coding	78
ENSMUSG00000035828	Pim3	protein_coding	78
ENSMUSG00000032786	Alas1	protein_coding	78
ENSMUSG00000064246	Chi3l1	protein_coding	78
ENSMUSG00000024371	C2	protein_coding	78
ENSMUSG00000029201	Ugdh	protein_coding	78
ENSMUSG00000029657	Hsph1	protein_coding	78
ENSMUSG00000030772	Dkk3	protein_coding	78
ENSMUSG00000021950	Anxa8	protein_coding	78
ENSMUSG00000020218	Wif1	protein_coding	78
ENSMUSG00000033066	Gas7	protein_coding	77
ENSMUSG00000021125	Arg2	protein_coding	77
ENSMUSG00000025743	Sdc3	protein_coding	77
ENSMUSG00000051669	AU021092	protein_coding	77
ENSMUSG00000048776	Pthlh	protein_coding	77
ENSMUSG00000031972	Acta1	protein_coding	77
ENSMUSG00000026748	Plxdc2	protein_coding	77
ENSMUSG00000061762	Tac1	protein_coding	77
ENSMUSG00000007097	Atp1a2	protein_coding	77
ENSMUSG00000050503	Fbxl22	protein_coding	77
ENSMUSG00000032698	Lmo2	protein_coding	77
ENSMUSG00000026832	Cytip	protein_coding	77
ENSMUSG00000056749	Nfil3	protein_coding	77
ENSMUSG00000028780	Sema3c	protein_coding	77
ENSMUSG00000025213	Kazald1	protein_coding	77
ENSMUSG00000031328	Flna	protein_coding	77
ENSMUSG00000033400	Agl	protein_coding	77
ENSMUSG00000029231	Pdgfra	protein_coding	77
ENSMUSG00000002565	Scin	protein_coding	77
ENSMUSG00000024053	Emilin2	protein_coding	77
ENSMUSG00000037872	Ackr1	protein_coding	77
ENSMUSG00000072949	Acot1	protein_coding	77
ENSMUSG00000026573	Xcl1	protein_coding	77
ENSMUSG00000022324	Matn2	protein_coding	77
ENSMUSG00000033327	Tnxb	protein_coding	77
ENSMUSG00000027221	Chst1	protein_coding	76
ENSMUSG00000054871	Tmem158	protein_coding	76
ENSMUSG00000044156	Hepacam2	protein_coding	76
ENSMUSG00000018924	Alox15	protein_coding	76
ENSMUSG00000027078	Ube2l6	protein_coding	76
ENSMUSG00000000903	Vpreb3	protein_coding	76
ENSMUSG00000031465	Angpt2	protein_coding	76
ENSMUSG00000031633	Slc25a4	protein_coding	76
ENSMUSG00000042622	Maff	protein_coding	76
ENSMUSG00000039167	Adgrl4	protein_coding	76
ENSMUSG00000029530	Ccr9	protein_coding	76
ENSMUSG00000036777	Anln	protein_coding	76
ENSMUSG00000038811	Gngt2	protein_coding	76
ENSMUSG00000039114	Nrn1	protein_coding	76
ENSMUSG00000024511	Rab27b	protein_coding	76
ENSMUSG00000024334	H2-Oa	protein_coding	76
ENSMUSG00000020773	Trim47	protein_coding	76
ENSMUSG00000029084	Cd38	protein_coding	76
ENSMUSG00000061086	Myl4	protein_coding	76
ENSMUSG00000020048	Hsp90b1	protein_coding	76
ENSMUSG00000035004	Igsf6	protein_coding	76
ENSMUSG00000028211	Trp53inp1	protein_coding	76
ENSMUSG00000079363	Gbp4	protein_coding	76
ENSMUSG00000024742	Fen1	protein_coding	76
ENSMUSG00000026833	Olfm1	protein_coding	76
ENSMUSG00000020330	Hmmr	protein_coding	76
ENSMUSG00000027639	Samhd1	protein_coding	76
ENSMUSG00000032323	Cyp11a1	protein_coding	76
ENSMUSG00000029919	Hpgds	protein_coding	76
ENSMUSG00000003779	Kif20a	protein_coding	76
ENSMUSG00000026104	Stat1	protein_coding	76
ENSMUSG00000030587	2200002D01Rik	protein_coding	76
ENSMUSG00000009876	Cox4i2	protein_coding	75
ENSMUSG00000027832	Ptx3	protein_coding	75
ENSMUSG00000020846	Rflnb	protein_coding	75
ENSMUSG00000027954	Efna1	protein_coding	75
ENSMUSG00000052688	Rab7b	protein_coding	75
ENSMUSG00000022225	Cma1	protein_coding	75
ENSMUSG00000061878	Sphk1	protein_coding	75
ENSMUSG00000034164	Emid1	protein_coding	75
ENSMUSG00000050071	Bex1	protein_coding	75
ENSMUSG00000033685	Ucp2	protein_coding	75
ENSMUSG00000031906	Smpd3	protein_coding	75
ENSMUSG00000074199	Krtdap	protein_coding	75
ENSMUSG00000022769	Sdf2l1	protein_coding	75
ENSMUSG00000040751	Lat2	protein_coding	75
ENSMUSG00000027995	Tlr2	protein_coding	75
ENSMUSG00000023031	Cela1	protein_coding	75
ENSMUSG00000026278	Bok	protein_coding	75
ENSMUSG00000028680	Plk3	protein_coding	75
ENSMUSG00000064325	Hhip	protein_coding	75
ENSMUSG00000026355	Mcm6	protein_coding	75
ENSMUSG00000024168	Tmem204	protein_coding	75
ENSMUSG00000019874	Fabp7	protein_coding	75
ENSMUSG00000026109	Tmeff2	protein_coding	75
ENSMUSG00000020439	Smtn	protein_coding	75
ENSMUSG00000064370	mt-Cytb	protein_coding	75
ENSMUSG00000016529	Il10	protein_coding	75
ENSMUSG00000051159	Cited1	protein_coding	75
ENSMUSG00000028884	Rpa2	protein_coding	75
ENSMUSG00000032578	Cish	protein_coding	75
ENSMUSG00000022322	Shcbp1	protein_coding	74
ENSMUSG00000028378	Ptgr1	protein_coding	74
ENSMUSG00000002068	Ccne1	protein_coding	74
ENSMUSG00000032193	Ldlr	protein_coding	74
ENSMUSG00000026697	Myoc	protein_coding	74
ENSMUSG00000063889	Crem	protein_coding	74
ENSMUSG00000048442	Smim5	protein_coding	74
ENSMUSG00000035686	Thrsp	protein_coding	74
ENSMUSG00000027574	Nkain4	protein_coding	74
ENSMUSG00000015766	Eps8	protein_coding	74
ENSMUSG00000047963	Stbd1	protein_coding	74
ENSMUSG00000026676	Ccdc3	protein_coding	74
ENSMUSG00000048327	Ckap2l	protein_coding	74
ENSMUSG00000037206	Islr	protein_coding	74
ENSMUSG00000032238	Rora	protein_coding	74
ENSMUSG00000038352	Arl5c	protein_coding	74
ENSMUSG00000026011	Ctla4	protein_coding	74
ENSMUSG00000044562	Rasip1	protein_coding	74
ENSMUSG00000057113	Npm1	protein_coding	74
ENSMUSG00000030862	Cpxm2	protein_coding	74
ENSMUSG00000030144	Clec4d	protein_coding	74
ENSMUSG00000000290	Itgb2	protein_coding	74
ENSMUSG00000058056	Palld	protein_coding	74
ENSMUSG00000042770	Hebp1	protein_coding	74
ENSMUSG00000029730	Mcm7	protein_coding	74
ENSMUSG00000026177	Slc11a1	protein_coding	74
ENSMUSG00000049404	Rarres1	protein_coding	74
ENSMUSG00000075528	Aarsd1	protein_coding	74
ENSMUSG00000045545	Krt14	protein_coding	74
ENSMUSG00000037936	Scarb1	protein_coding	74
ENSMUSG00000025203	Scd2	protein_coding	74
ENSMUSG00000033910	Gucy1a1	protein_coding	74
ENSMUSG00000022505	Emp2	protein_coding	74
ENSMUSG00000000957	Mmp14	protein_coding	74
ENSMUSG00000032501	Trib1	protein_coding	74
ENSMUSG00000029075	Tnfrsf4	protein_coding	74
ENSMUSG00000070427	Il18bp	protein_coding	74
ENSMUSG00000036545	Adamts2	protein_coding	74
ENSMUSG00000042453	Reln	protein_coding	74
ENSMUSG00000030830	Itgal	protein_coding	74
ENSMUSG00000005667	Mthfd2	protein_coding	74
ENSMUSG00000024395	Lims2	protein_coding	74
ENSMUSG00000031425	Plp1	protein_coding	74
ENSMUSG00000040659	Efhd2	protein_coding	73
ENSMUSG00000025044	Msr1	protein_coding	73
ENSMUSG00000009350	Mpo	protein_coding	73
ENSMUSG00000006519	Cyba	protein_coding	73
ENSMUSG00000060591	Ifitm2	protein_coding	73
ENSMUSG00000023272	Creld2	protein_coding	73
ENSMUSG00000034981	Parm1	protein_coding	73
ENSMUSG00000066363	Serpina3f	protein_coding	73
ENSMUSG00000023191	P3h3	protein_coding	73
ENSMUSG00000023571	C1qtnf12	protein_coding	73
ENSMUSG00000022237	Ankrd33b	protein_coding	73
ENSMUSG00000035105	Egln3	protein_coding	73
ENSMUSG00000030114	Klrg1	protein_coding	73
ENSMUSG00000018822	Sfrp5	protein_coding	73
ENSMUSG00000047446	Arl4a	protein_coding	73
ENSMUSG00000018821	Avpi1	protein_coding	73
ENSMUSG00000024640	Psat1	protein_coding	73
ENSMUSG00000033998	Kcnk1	protein_coding	73
ENSMUSG00000027330	Cdc25b	protein_coding	73
ENSMUSG00000027293	Ehd4	protein_coding	73
ENSMUSG00000006386	Tek	protein_coding	73
ENSMUSG00000027009	Itga4	protein_coding	73
ENSMUSG00000033364	Usp37	protein_coding	73
ENSMUSG00000027456	Sdcbp2	protein_coding	73
ENSMUSG00000024538	Ppic	protein_coding	73
ENSMUSG00000064341	mt-Nd1	protein_coding	73
ENSMUSG00000004207	Psap	protein_coding	73
ENSMUSG00000033032	Afap1l1	protein_coding	73
ENSMUSG00000020953	Coch	protein_coding	73
ENSMUSG00000000320	Alox12	protein_coding	72
ENSMUSG00000008035	Mid1ip1	protein_coding	72
ENSMUSG00000032902	Slc16a1	protein_coding	72
ENSMUSG00000032925	Itgbl1	protein_coding	72
ENSMUSG00000001021	S100a3	protein_coding	72
ENSMUSG00000024065	Ehd3	protein_coding	72
ENSMUSG00000024056	Ndc80	protein_coding	72
ENSMUSG00000039942	Ptger4	protein_coding	72
ENSMUSG00000063903	Klk1	protein_coding	72
ENSMUSG00000019773	Fbxo5	protein_coding	72
ENSMUSG00000001870	Ltbp1	protein_coding	72
ENSMUSG00000033508	Asprv1	protein_coding	72
ENSMUSG00000063727	Tnfrsf11b	protein_coding	72
ENSMUSG00000038421	Fcrla	protein_coding	72
ENSMUSG00000015467	Egfl8	protein_coding	72
ENSMUSG00000036856	Wnt4	protein_coding	72
ENSMUSG00000003355	Fkbp11	protein_coding	72
ENSMUSG00000005763	Cd247	protein_coding	72
ENSMUSG00000016918	Sulf1	protein_coding	72
ENSMUSG00000001247	Lsr	protein_coding	72
ENSMUSG00000045680	Tcf21	protein_coding	72
ENSMUSG00000047844	Bex4	protein_coding	72
ENSMUSG00000062825	Actg1	protein_coding	72
ENSMUSG00000004891	Nes	protein_coding	72
ENSMUSG00000000594	Gm2a	protein_coding	72
ENSMUSG00000002108	Nr1h3	protein_coding	72
ENSMUSG00000022330	Osr2	protein_coding	72
ENSMUSG00000037736	Limch1	protein_coding	72
ENSMUSG00000036570	Fxyd1	protein_coding	72
ENSMUSG00000014773	Dll1	protein_coding	71
ENSMUSG00000004359	Spic	protein_coding	71
ENSMUSG00000027656	Ccn5	protein_coding	71
ENSMUSG00000026683	Nuf2	protein_coding	71
ENSMUSG00000048218	Amigo2	protein_coding	71
ENSMUSG00000019528	Gyg1	protein_coding	71
ENSMUSG00000022090	Pdlim2	protein_coding	71
ENSMUSG00000030513	Pcsk6	protein_coding	71
ENSMUSG00000005672	Kit	protein_coding	71
ENSMUSG00000038059	Smim3	protein_coding	71
ENSMUSG00000037966	Ninj1	protein_coding	71
ENSMUSG00000035557	Krt17	protein_coding	71
ENSMUSG00000025270	Alas2	protein_coding	71
ENSMUSG00000038415	Foxq1	protein_coding	71
ENSMUSG00000073802	Cdkn2b	protein_coding	71
ENSMUSG00000074457	S100a16	protein_coding	71
ENSMUSG00000024033	Rsph1	protein_coding	71
ENSMUSG00000009092	Derl3	protein_coding	71
ENSMUSG00000038252	Ncapd2	protein_coding	71
ENSMUSG00000003882	Il7r	protein_coding	71
ENSMUSG00000039542	Ncam1	protein_coding	71
ENSMUSG00000023942	Slc29a1	protein_coding	71
ENSMUSG00000027490	E2f1	protein_coding	71
ENSMUSG00000032548	Slco2a1	protein_coding	71
ENSMUSG00000002020	Ltbp2	protein_coding	71
ENSMUSG00000037211	Spry1	protein_coding	71
ENSMUSG00000017697	Ada	protein_coding	71
ENSMUSG00000056394	Lig1	protein_coding	71
ENSMUSG00000071561	Cstdc5	protein_coding	71
ENSMUSG00000072082	Ccnf	protein_coding	71
ENSMUSG00000098557	Kctd12	protein_coding	71
ENSMUSG00000030737	Slco2b1	protein_coding	71
ENSMUSG00000029086	Prom1	protein_coding	71
ENSMUSG00000030844	Rgs10	protein_coding	71
ENSMUSG00000048387	Osr1	protein_coding	71
ENSMUSG00000029070	Mxra8	protein_coding	71
ENSMUSG00000022565	Plec	protein_coding	71
ENSMUSG00000063060	Sox7	protein_coding	71
ENSMUSG00000001228	Uhrf1	protein_coding	71
ENSMUSG00000022876	Samsn1	protein_coding	71
ENSMUSG00000040998	Npnt	protein_coding	71
ENSMUSG00000034165	Ccnd3	protein_coding	70
ENSMUSG00000063564	Col23a1	protein_coding	70
ENSMUSG00000027323	Rad51	protein_coding	70
ENSMUSG00000004044	Cavin1	protein_coding	70
ENSMUSG00000027342	Pcna	protein_coding	70
ENSMUSG00000047180	Neurl3	protein_coding	70
ENSMUSG00000002885	Adgre5	protein_coding	70
